n,chrms,starts,ends
5391,2,49175000,50375000
5392,2,54755000,55065000
5393,2,55127500,55397500
5394,2,55462500,55497500
5395,2,55942500,56187500
5396,2,55942500,56357500
5397,2,56405000,56975000
5398,2,56405000,57735000
5399,2,57987500,58677500
5400,2,58122500,58677500
5401,2,58132500,58467500
5402,2,58135000,58275000
5403,2,59255000,60795000
5404,2,59527500,60777500
5405,2,60932500,61227500
5406,2,61027500,61227500
5407,2,61652500,61697500
5408,2,62145000,63005000
5409,2,62147500,62637500
5410,2,62215000,63005000
5411,2,62217500,62637500
5412,2,62367500,62532500
5413,2,62432500,62637500
5414,2,62682500,63002500
5415,2,62685000,63255000
5416,2,63015000,63415000
5417,2,63015000,63715000
5418,2,63015000,63775000
5419,2,63917500,64087500
5420,2,64277500,64552500
5421,2,64277500,64712500
5422,2,64555000,65265000
5423,2,64557500,64712500
5424,2,64557500,65097500
5425,2,64752500,65097500
5426,2,64822500,65097500
5427,2,64872500,65087500
5428,2,64977500,65092500
5429,2,65147500,65267500
5430,2,65162500,65212500
5431,2,65292500,65397500
5432,2,65292500,65792500
5433,2,65492500,65782500
5434,2,65667500,65722500
5435,2,66655000,68075000
5436,2,68347500,68517500
5437,2,68422500,68477500
5438,2,68437500,68672500
5439,2,68595000,68665000
5440,2,68687500,68937500
5441,2,68715000,68945000
5442,2,68715000,69145000
5443,2,69252500,69537500
5444,2,69787500,69942500
5445,2,69792500,70037500
5446,2,69952500,70042500
5447,2,70137500,70367500
5448,2,70137500,70532500
5449,2,70142500,70297500
5450,2,70317500,70352500
5451,2,70525000,71295000
5452,2,70532500,70842500
5453,2,70535000,71145000
5455,2,71095000,71145000
5456,2,71095000,71175000
5457,2,71245000,71735000
5458,2,71382500,71737500
5459,2,71527500,71737500
5460,2,71775000,72025000
5461,2,71775000,72375000
5462,2,71775000,72805000
5463,2,72152500,72807500
5464,2,72155000,72375000
5465,2,72155000,72975000
5466,2,72997500,73082500
5467,2,73122500,73202500
5468,2,73225000,73385000
5469,2,73317500,73387500
5470,2,73472500,73507500
5471,2,74475000,74825000
5472,2,74492500,74562500
5473,2,74712500,74757500
5474,2,74712500,74812500
5475,2,74932500,75107500
5476,2,75145000,75635000
5477,2,75147500,75837500
5478,2,75282500,75837500
5479,2,75285000,75625000
5481,2,75692500,75832500
5482,2,75955000,76825000
5483,2,76017500,76827500
5484,2,76427500,76822500
5485,2,77185000,79225000
5486,2,78902500,79207500
5487,2,79445000,80115000
5488,2,80552500,80727500
5489,2,84252500,84542500
5491,2,84722500,85102500
5492,2,84722500,85152500
5494,2,85152500,85237500
5495,2,85202500,85242500
5496,2,85292500,85512500
5499,2,85647500,85782500
5500,2,85957500,86042500
5501,2,86057500,86307500
5502,2,86665000,88925000
5504,2,87037500,113047500
5505,2,87062500,107132500
5506,2,87105000,112635000
5507,2,88357500,88457500
5508,2,88487500,88967500
5509,2,88892500,88927500
5510,2,88892500,88967500
5511,2,88902500,89152500
5512,2,89045000,89445000
5513,2,89072500,96602500
5514,2,89135000,89445000
5517,2,95687500,95747500
5518,2,96807500,96842500
5519,2,97072500,97172500
5520,2,97522500,97617500
5521,2,97525000,97775000
5522,2,97685000,97765000
5523,2,98355000,99005000
5524,2,98422500,99002500
5525,2,98425000,98775000
5526,2,99025000,99465000
5527,2,99027500,99217500
5528,2,99032500,99132500
5529,2,99267500,99452500
5530,2,99267500,99682500
5533,2,99797500,99947500
4564,2,100177500,100867500
4565,2,100882500,100997500
4566,2,100885000,101605000
4567,2,101227500,101602500
4568,2,101657500,101767500
4569,2,102037500,102347500
4570,2,102037500,102447500
4574,2,102497500,103062500
4575,2,102502500,102857500
4576,2,102637500,102857500
4577,2,102637500,102987500
4578,2,102637500,103062500
4580,2,102867500,103057500
4581,2,102872500,102972500
4582,2,102982500,103052500
4583,2,103775000,105465000
4584,2,105732500,105852500
4585,2,105955000,106805000
4586,2,105987500,106137500
4587,2,106195000,106705000
4588,2,106722500,107157500
4589,2,108835000,109195000
4590,2,108972500,109202500
4591,2,109225000,109345000
4595,2,111432500,111507500
4596,2,111875000,112465000
4597,2,111877500,111952500
4598,2,112642500,112807500
4601,2,113235000,113335000
4602,2,113357500,113482500
4603,2,113375000,113715000
4604,2,113385000,113485000
4605,2,113387500,113447500
4606,2,113507500,113707500
4607,2,113512500,113642500
4609,2,113897500,114132500
4610,2,114007500,114127500
4611,2,114512500,114647500
4620,2,118227500,118542500
4622,2,118575000,118755000
4624,2,118785000,119615000
4626,2,118982500,119617500
4629,2,119635000,120235000
4630,2,119637500,119932500
4631,2,119637500,120067500
4634,2,120162500,120232500
4635,2,120165000,120415000
4636,2,120457500,120932500
4637,2,120512500,120932500
4638,2,120865000,121445000
4639,2,120875000,121065000
4640,2,120987500,121067500
4641,2,121452500,121837500
4642,2,122162500,122472500
4643,2,122287500,122477500
4645,2,122732500,123502500
4646,2,122732500,124752500
4648,2,123462500,123497500
4649,2,124785000,127535000
4665,2,127287500,127532500
4666,2,127952500,128232500
4667,2,127955000,128405000
4670,2,128822500,128997500
4671,2,129495000,130155000
4672,2,129495000,130605000
4678,2,130695000,131905000
4679,2,130697500,132172500
4681,2,130915000,132315000
4682,2,130915000,132435000
4683,2,130937500,131097500
4684,2,130942500,132247500
4685,2,131037500,132127500
4686,2,131095000,132435000
4688,2,131555000,131635000
4689,2,131557500,131677500
4693,2,132172500,132432500
4695,2,132435000,132555000
4701,2,133302500,133927500
4702,2,133305000,134535000
4703,2,133305000,134605000
4711,2,134645000,135165000
4712,2,134875000,135655000
4713,2,134877500,134962500
4714,2,134877500,135172500
4715,2,135217500,135657500
4719,2,135745000,137145000
4721,2,135762500,136467500
4725,2,136232500,136467500
4729,2,136672500,136887500
4730,2,136672500,137142500
4731,2,136892500,137082500
4732,2,136892500,137137500
4733,2,137175000,138595000
4740,2,138222500,138597500
4742,2,138672500,139582500
4743,2,138705000,138845000
4744,2,138705000,139135000
4757,2,143437500,143742500
4763,2,143795000,144015000
4764,2,143867500,143982500
4765,2,143867500,144022500
4784,2,147495000,148665000
4785,2,147802500,148667500
4786,2,147845000,148665000
4787,2,148692500,149267500
4788,2,148692500,149842500
4789,2,148747500,149267500
4790,2,149872500,150167500
4791,2,149872500,150417500
4793,2,150445000,151465000
4794,2,150447500,151907500
4795,2,150452500,152097500
4796,2,150455000,151345000
4797,2,152147500,152267500
4798,2,152907500,153012500
4799,2,152907500,153492500
4800,2,153042500,153492500
4801,2,153782500,154377500
4802,2,154022500,154377500
4803,2,155475000,156105000
4804,2,156235000,158055000
4805,2,156237500,156672500
4806,2,157195000,157255000
4807,2,157195000,157385000
4810,2,158155000,158455000
4811,2,158155000,158605000
4812,2,158157500,158867500
4813,2,158185000,158275000
4814,2,158345000,158865000
4815,2,158352500,158607500
4816,2,158362500,158457500
4817,2,158635000,158865000
4818,2,158877500,159602500
4819,2,159035000,159605000
4820,2,159757500,159977500
4821,2,160965000,161855000
4822,2,160967500,161067500
4823,2,161185000,161845000
4824,2,162442500,162802500
4825,2,162445000,162985000
4826,2,162857500,162982500
4827,2,162925000,163185000
4828,2,163077500,163152500
4829,2,164055000,164915000
4830,2,164202500,164917500
4831,2,165862500,166062500
4832,2,166255000,166555000
4833,2,166257500,166727500
4834,2,167395000,168065000
4835,2,167397500,168972500
4837,2,168985000,169775000
4838,2,169197500,169772500
4839,2,169202500,169562500
4840,2,169202500,169612500
4845,2,169635000,169775000
4846,2,169817500,169997500
4847,2,170315000,170785000
4848,2,170387500,170787500
4849,2,170395000,170625000
4850,2,170792500,171672500
4851,2,170795000,171085000
4852,2,171092500,171672500
4853,2,171215000,171675000
4854,2,171825000,172295000
4855,2,172017500,172177500
4856,2,172017500,172272500
4857,2,172177500,172272500
4858,2,172455000,173325000
4859,2,172457500,172972500
4860,2,172555000,173325000
4861,2,172562500,172972500
4862,2,173672500,173797500
4863,2,173732500,173792500
4864,2,173892500,174077500
4865,2,174265000,174905000
4866,2,174267500,175207500
4867,2,175022500,175207500
4868,2,175327500,175387500
4869,2,175327500,175557500
4870,2,175435000,175555000
4871,2,176232500,176962500
4872,2,176282500,176962500
4874,2,176552500,176962500
4875,2,176555000,176935000
4876,2,176992500,177517500
4877,2,176992500,178017500
4878,2,176995000,177685000
4879,2,177007500,177317500
4880,2,177007500,177417500
4881,2,177517500,178012500
4882,2,177685000,178015000
4883,2,178027500,178592500
4884,2,178032500,178077500
4885,2,178032500,178197500
4886,2,178032500,178282500
4887,2,178202500,178282500
4888,2,178202500,178587500
4889,2,178357500,178592500
4890,2,178975000,179285000
4891,2,178977500,179147500
4893,2,179172500,179282500
4894,2,179665000,179995000
4895,2,179755000,179995000
4896,2,180292500,180607500
4899,2,180992500,181922500
4900,2,181465000,181925000
4901,2,181847500,181922500
4902,2,181945000,182325000
4903,2,181947500,182577500
4904,2,181972500,182097500
4905,2,181972500,182322500
4906,2,181975000,182175000
4907,2,182172500,182322500
4908,2,182442500,182572500
4909,2,182615000,182825000
4910,2,182617500,182942500
4911,2,182837500,182942500
4912,2,183052500,183517500
4913,2,183102500,183517500
4914,2,183537500,183847500
4916,2,187372500,187507500
4917,2,187727500,188312500
4918,2,188005000,188315000
4919,2,188165000,188315000
4920,2,188365000,188445000
4921,2,188367500,188707500
4924,2,189385000,190275000
4925,2,189962500,190277500
4926,2,190527500,190932500
4928,2,190662500,190932500
4929,2,190952500,191052500
4930,2,190952500,191237500
4931,2,190955000,191375000
4932,2,190955000,191665000
4933,2,191247500,191667500
4934,2,191915000,192385000
4935,2,191917500,192017500
4936,2,192032500,192382500
4937,2,192417500,193027500
4938,2,192432500,192557500
4939,2,192677500,193022500
4940,2,192732500,193027500
4941,2,195035000,196175000
4943,2,196175000,196925000
4944,2,196185000,196525000
4945,2,196362500,196522500
4946,2,196425000,197035000
4947,2,196427500,196522500
4948,2,196527500,196932500
4949,2,196947500,197142500
4950,2,196947500,197317500
4951,2,197162500,197317500
4952,2,197977500,198037500
4953,2,197982500,198247500
4954,2,197992500,198177500
4955,2,198057500,198177500
4956,2,198057500,198247500
4957,2,198572500,198647500
4958,2,198667500,198992500
4959,2,198667500,199162500
4960,2,199172500,200607500
4961,2,199177500,200347500
4962,2,199525000,200355000
4963,2,200835000,201675000
4964,2,200842500,201332500
4965,2,200842500,201567500
4966,2,201445000,201565000
4968,2,201575000,201935000
4969,2,201575000,202045000
4970,2,201577500,201677500
4972,2,201772500,201932500
4973,2,201772500,202042500
4974,2,201772500,202092500
4975,2,201937500,202027500
4976,2,202047500,202092500
4977,2,202052500,202227500
4979,2,202105000,203045000
4980,2,202107500,202227500
4981,2,202545000,203045000
4982,2,202727500,203032500
4984,2,203447500,204317500
4985,2,203452500,203742500
4987,2,204092500,204322500
4988,2,204105000,209135000
4989,2,204345000,204775000
4990,2,204347500,204677500
4991,2,205182500,205557500
4992,2,205185000,206535000
4993,2,205735000,206545000
4995,2,206645000,206745000
4996,2,207027500,207127500
4997,2,207557500,207647500
4998,2,207557500,208337500
4999,2,207662500,208337500
5000,2,207847500,208332500
5001,2,208612500,208897500
5002,2,209275000,210185000
5003,2,210205000,210825000
5004,2,210842500,211062500
5005,2,212325000,213435000
5006,2,212615000,213435000
5009,2,213015000,213435000
5010,2,213552500,214017500
5011,2,213592500,214097500
5012,2,213637500,214017500
5013,2,213645000,213875000
5014,2,213885000,215605000
5015,2,213887500,214017500
5016,2,213887500,214092500
5017,2,214037500,214092500
5018,2,214095000,216875000
5019,2,214115000,216135000
5020,2,214115000,216795000
5021,2,214117500,214797500
5022,2,215602500,215862500
5023,2,215825000,216795000
5024,2,215827500,216142500
5025,2,216317500,216782500
5026,2,216817500,216887500
5027,2,217075000,217525000
5028,2,217382500,217532500
5031,2,217542500,218377500
5032,2,217542500,218577500
5035,2,217952500,218082500
5038,2,218652500,218752500
5039,2,218652500,218847500
5040,2,218652500,218932500
5042,2,219052500,219122500
5044,2,219165000,219235000
5045,2,219165000,219525000
5046,2,219275000,219715000
5047,2,219522500,219712500
5049,2,219732500,219842500
5050,2,219895000,220015000
5051,2,219922500,220012500
5052,2,219925000,219985000
5053,2,220037500,220072500
5054,2,220037500,220162500
5056,2,220267500,220397500
5057,2,220402500,220507500
5058,2,220407500,220552500
5059,2,220605000,222435000
5064,2,221552500,222437500
5072,2,222925000,223465000
5076,2,223177500,223427500
5077,2,223187500,223292500
5080,2,223295000,224815000
5085,2,223557500,223767500
5095,2,224857500,225152500
5097,2,225222500,225512500
5098,2,225222500,225642500
5099,2,225385000,230645000
5100,2,225517500,225637500
5102,2,225797500,225867500
5105,2,225987500,226527500
5106,2,226145000,226525000
5109,2,226532500,227662500
5110,2,226535000,227855000
5111,2,226752500,227672500
5112,2,226755000,227865000
5116,2,227085000,227665000
5118,2,227677500,227852500
5119,2,227995000,228625000
5120,2,227995000,228745000
5121,2,227997500,228107500
5123,2,228342500,228632500
5126,2,228535000,228725000
5130,2,229185000,229525000
5142,2,230645000,231025000
5146,2,230872500,231022500
5147,2,230872500,231477500
5148,2,230875000,231675000
5151,2,231072500,231477500
5153,2,231525000,231845000
5154,2,231697500,231852500
5155,2,231762500,231917500
5156,2,231767500,231852500
5157,2,231862500,231897500
5159,2,231972500,232092500
5160,2,231972500,232267500
5163,2,232095000,232255000
5166,2,232382500,232467500
5167,2,232387500,232422500
5168,2,232427500,232467500
5169,2,232472500,232582500
5170,2,232475000,241505000
5171,2,232477500,232537500
5172,2,232477500,232647500
5173,2,232542500,232582500
5174,2,232542500,232647500
5175,2,232772500,233192500
5176,2,232782500,233302500
5177,2,232787500,233007500
5181,2,233192500,233307500
5183,2,233472500,233917500
5184,2,233472500,234167500
5190,2,233717500,234162500
5200,2,235042500,235452500
5201,2,235197500,235402500
5203,2,235455000,236655000
5204,2,235457500,236022500
5210,2,236045000,236495000
5211,2,236045000,236655000
5213,2,236502500,236652500
5215,2,236677500,237092500
5216,2,236685000,237985000
5224,2,237257500,237982500
5230,2,238062500,238387500
5231,2,238062500,238482500
5234,2,238422500,238477500
5235,2,238765000,239175000
5237,2,239265000,239695000
5247,2,239955000,240925000
5248,2,239955000,241085000
5255,2,240997500,241082500
5262,2,242292500,242822500
5912,3,205000,75275000
5916,3,245000,75275000
5950,3,345000,75275000
5956,3,375000,75275000
5973,3,412500,75272500
5991,3,455000,895000
6069,3,585000,75275000
5935,3,3237500,4042500
5936,3,3237500,4332500
5985,3,4385000,5115000
5988,3,4392500,4677500
6016,3,4757500,5022500
6017,3,4757500,5102500
6022,3,4797500,5022500
6026,3,4892500,5017500
6031,3,5022500,5097500
6032,3,5025000,5235000
6126,3,8487500,8662500
6132,3,9012500,9342500
6133,3,9017500,9107500
6134,3,9395000,9765000
6136,3,9405000,9695000
6137,3,9542500,9767500
5536,3,10037500,11917500
5545,3,10207500,10267500
5546,3,10382500,10782500
5565,3,10995000,11695000
5566,3,11105000,11695000
5577,3,11277500,11377500
5578,3,11277500,11697500
5589,3,11417500,11687500
5590,3,11425000,11845000
5609,3,11957500,12912500
5620,3,12182500,12522500
5656,3,13137500,13492500
5676,3,13542500,13692500
5685,3,13702500,13927500
5695,3,13935000,14505000
5710,3,14302500,14502500
5716,3,14677500,14967500
5717,3,14717500,14822500
5718,3,14717500,14962500
5720,3,14837500,14962500
5742,3,15152500,15447500
5746,3,15242500,15447500
5747,3,15245000,15855000
5750,3,15312500,15427500
5751,3,15405000,15845000
5764,3,15672500,15852500
5765,3,15675000,16295000
5773,3,15845000,16555000
5775,3,15852500,16287500
5779,3,15867500,16217500
5789,3,16092500,16217500
5790,3,16092500,16287500
5791,3,16095000,16595000
5795,3,16327500,16592500
5796,3,16417500,16557500
5797,3,16642500,17277500
5798,3,16645000,17085000
5799,3,16645000,17455000
5806,3,16872500,17267500
5820,3,17292500,17452500
5821,3,17295000,17885000
5822,3,17472500,17887500
5833,3,17945000,18335000
5861,3,18602500,18797500
5891,3,19387500,19587500
5892,3,19387500,19907500
5913,3,20555000,21525000
5914,3,22607500,23002500
5915,3,23922500,24277500
5917,3,24037500,24282500
5918,3,24815000,25635000
5919,3,24817500,25067500
5920,3,25685000,25935000
5921,3,25687500,25897500
5922,3,25695000,26155000
5923,3,25707500,25832500
5924,3,27175000,27295000
5925,3,27352500,27717500
5926,3,27415000,28385000
5927,3,27752500,28367500
5928,3,27765000,28175000
5929,3,28707500,30237500
5930,3,30145000,30735000
5931,3,30822500,31172500
5932,3,32215000,32375000
5933,3,32215000,32705000
5934,3,32337500,32512500
5937,3,32415000,32705000
5938,3,32417500,32512500
5939,3,32545000,32975000
5940,3,32552500,32707500
5941,3,32777500,32977500
5942,3,32992500,33122500
5943,3,32992500,33412500
5944,3,32995000,33825000
5945,3,33172500,33412500
5946,3,33172500,33827500
5947,3,33677500,33827500
